job_id,job_role,industry,country,year,automation_risk_percent,ai_replacement_score,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percent,skill_demand_growth_percent,remote_feasibility_score,ai_adoption_level,education_requirement_level,automation_risk_category,skill_transition_pressure,wage_volatility_index,reskilling_urgency_score,ai_disruption_intensity,cost_of_living_index,rent_index,cost_of_living_plus_rent_index,groceries_index,restaurant_price_index,local_purchasing_power_index,period,continent,company_name,company_size,location,remote_allow_percentage,employment_type,experience_level,education_level,top_skills,required_cloud_cert,open_source_contributions_required,salary_usd,equity_offered,expected_weekly_hours,hiring_urgency_score,benefit_stars,job_posted_date,automation_risk,visa_sponsorship,prosperity_score
3940,accountant,Technology,germany,2023,72.01,61.26,0.22,51469.66,53907.84,4.74,10.07,40.61,66.8,1,High,36.115,4.74,30.292,48.10268,62.9,26.1,45.3,50.9,56.2,107.6,year,Europe,,,,,,,,,,,,,,,,,,,85704.03815580286
3941,financial analyst,Energy,brazil,2026,45.51,52.87,5.64,127581.5,122757.33,-3.78,-6.49,27.28,70.26,2,Medium,25.575,3.78,21.03,31.975326,30.1,8.5,20.5,30.0,26.0,46.1,year,South America,,,,,,,,,,,,,,,,,,,407831.6611295681
3942,data analyst,Finance,singapore,2020,47.48,48.39,69.82,106747.77,99072.56,-7.19,12.63,48.6,15.16,2,Medium,58.64999999999999,7.19,42.095,7.197968,81.1,63.3,72.6,66.8,59.0,89.0,year,Asia,,,,,,,,,,,,,,,,,,,122160.98643649816
3943,software engineer,Retail,india,2026,30.07,32.5,69.14,115131.23,127504.86,10.75,-7.67,43.07,94.45,5,Medium,49.605,10.75,35.995000000000005,28.401115,18.9,4.3,12.4,21.6,15.6,76.4,year,Asia,,,,,,,,,,,,,,,,,,,674628.8888888889
3944,data analyst,Manufacturing,australia,2025,24.04,25.03,75.01,138768.89,111152.26,-19.9,-3.85,48.7,32.37,5,Low,49.525000000000006,19.9,38.089,7.7817479999999986,60.9,29.8,47.1,67.9,59.2,135.4,year,Oceania,,,,,,,,,,,,,,,,,,,182516.026272578
3945,marketing specialist,Energy,uk,2020,55.77,65.43,12.61,97310.65,108213.82,11.2,4.81,91.04,51.44,1,Medium,34.19,11.2,29.451,28.688088000000004,67.3,29.8,49.4,51.3,74.1,91.7,year,Europe,,,,,,,,,,,,,,,,,,,160793.19465081726
3946,truck driver,Technology,brazil,2024,26.75,22.53,58.67,44863.03,46762.81,4.23,-0.46,77.56,84.28,5,Low,42.71,4.23,29.57,22.5449,35.2,9.0,22.8,32.4,26.0,30.1,year,South America,,,,,,,,,,,,,,,,,,,132848.89204545453
3947,hr manager,Technology,india,2024,17.4,15.3,83.3,116530.51,117263.49,0.63,16.2,37.97,56.97,4,Low,50.35,0.63,32.139,9.91278,22.2,6.2,14.6,23.5,15.6,60.7,year,Asia,,,,,,,,,,,,,,,,,,,528213.9189189189
3948,hr manager,Retail,brazil,2021,54.7,51.1,77.09,41130.46,45816.41,11.39,4.94,17.78,51.77,2,Medium,65.89500000000001,11.39,48.42400000000001,28.318190000000005,31.8,8.1,20.5,25.4,22.5,28.7,year,South America,,,,,,,,,,,,,,,,,,,144076.76100628934
3949,data analyst,Energy,australia,2024,11.16,12.92,83.23,142070.07,147326.58,3.7,10.87,26.64,30.25,5,Low,47.195,3.7,30.543,3.3759,72.8,36.6,55.6,73.9,66.9,93.6,year,Oceania,,,,,,,,,,,,,,,,,,,202371.6758241758
3950,customer support rep,Energy,brazil,2022,59.78,61.91,78.22,57235.16,56944.43,-0.51,-5.86,24.21,69.37,4,Medium,69.0,0.51,47.531,41.46938600000001,33.2,8.3,21.5,28.2,25.2,27.8,year,South America,,,,,,,,,,,,,,,,,,,171519.3674698795
3951,software engineer,Healthcare,usa,2026,40.29,44.18,6.34,145763.71,141727.8,-2.77,6.09,17.5,7.67,1,Medium,23.315,2.77,18.849,3.090243,68.8,40.7,56.3,74.0,72.8,146.0,year,North America,,,,,,,,,,,,,,,,,,,205999.70930232556
3952,hr manager,Technology,singapore,2023,50.71,58.74,55.54,102428.56,107423.05,4.88,-4.37,95.41,36.23,3,Medium,53.125,4.88,38.41,18.372233,85.9,85.3,85.6,74.0,58.4,95.6,year,Asia,,,,,,,,,,,,,,,,,,,125055.93713620487
3953,truck driver,Finance,uk,2026,76.41,71.85,30.49,54216.49,51167.9,-5.62,12.44,35.48,99.9,2,High,53.45,5.62,41.397,76.33359,67.8,32.1,51.9,62.8,72.9,122.6,year,Europe,,,,,,,,,,,,,,,,,,,75468.87905604721
3954,teacher,Finance,canada,2024,32.91,31.9,99.01,74316.04,82401.92,10.88,0.56,38.07,23.38,4,Medium,65.96000000000001,10.88,46.131,7.6943579999999985,68.4,36.0,53.1,70.7,64.0,83.3,year,North America,,,,,,,,,,,,,,,,,,,120470.64327485379
3955,data analyst,Finance,uk,2024,29.62,32.0,4.32,74869.92,65640.99,-12.33,-2.43,68.89,29.0,4,Low,16.97,12.33,16.843,8.5898,63.7,33.5,49.4,55.5,63.9,90.1,year,Europe,,,,,,,,,,,,,,,,,,,103047.08006279437
3956,marketing specialist,Retail,uk,2024,52.47,52.56,21.72,61987.93,71495.39,15.34,15.58,24.94,61.54,4,Medium,37.095,15.34,32.105999999999995,32.290038,63.7,33.5,49.4,55.5,63.9,90.1,year,Europe,,,,,,,,,,,,,,,,,,,112237.66091051805
3957,financial analyst,Healthcare,japan,2025,78.75,65.34,49.04,117964.59,112884.14,-4.31,16.43,22.97,49.32,4,High,63.895,4.31,47.505,38.8395,45.6,14.1,31.6,54.5,29.4,119.8,year,Asia,,,,,,,,,,,,,,,,,,,247552.93859649124
3958,marketing specialist,Energy,usa,2022,15.01,15.14,1.94,117433.37,82093.66,-30.09,-3.82,27.66,36.13,1,Low,8.475,30.09,15.613,5.423113000000001,70.1,42.1,57.0,70.4,70.1,106.3,year,North America,,,,,,,,,,,,,,,,,,,117109.35805991442
3959,marketing specialist,Education,germany,2025,22.73,24.87,19.9,104010.4,113467.22,9.09,-7.76,58.64,42.34,1,Low,21.315,9.09,17.789,9.623882000000002,58.4,22.4,42.4,56.7,57.5,127.1,year,Europe,,,,,,,,,,,,,,,,,,,194293.18493150687
3960,hr manager,Finance,singapore,2020,57.11,55.18,82.14,117551.81,129841.53,10.45,6.13,84.6,53.18,3,Medium,69.625,10.45,50.621,30.371098000000003,81.1,63.3,72.6,66.8,59.0,89.0,year,Asia,,,,,,,,,,,,,,,,,,,160100.53020961778
3961,teacher,Technology,japan,2024,14.79,15.18,35.53,94813.55,107324.76,13.2,18.4,70.62,67.93,2,Low,25.16,13.2,20.535000000000004,10.046847,50.7,15.1,33.8,55.4,30.9,99.5,year,Asia,,,,,,,,,,,,,,,,,,,211685.9171597633
3962,accountant,Energy,canada,2025,17.65,15.47,63.05,78980.69,75149.98,-4.85,8.4,27.24,55.85,5,Low,40.35,4.85,27.43,9.857525,58.7,30.3,46.1,65.3,59.9,109.1,year,North America,,,,,,,,,,,,,,,,,,,128023.8160136286
3963,financial analyst,Manufacturing,australia,2025,45.05,40.84,40.83,34197.75,37841.24,10.65,7.25,33.42,3.39,4,Medium,42.94,10.65,33.464,1.527195,60.9,29.8,47.1,67.9,59.2,135.4,year,Oceania,,,,,,,,,,,,,,,,,,,62136.683087027915
3964,mechanical engineer,Finance,japan,2024,59.6,68.08,13.82,76289.72,78309.25,2.65,5.84,71.03,98.48,4,Medium,36.71,2.65,28.78100000000001,58.69408000000001,50.7,15.1,33.8,55.4,30.9,99.5,year,Asia,,,,,,,,,,,,,,,,,,,154456.11439842207
3965,accountant,Retail,usa,2024,40.41,46.84,20.51,44148.52,40092.48,-9.19,19.47,38.59,67.13,4,Medium,30.46,9.19,25.074,27.127233,72.9,44.7,59.5,74.2,68.4,120.9,year,North America,,,,,,,,,,,,,,,,,,,54996.54320987654
3966,hr manager,Transportation,singapore,2024,33.34,34.31,29.95,124050.91,128515.51,3.6,-14.3,12.09,79.17,2,Medium,31.645000000000003,3.6,23.401000000000003,26.395278000000005,81.9,71.9,77.1,75.0,55.3,103.0,year,Asia,,,,,,,,,,,,,,,,,,,156917.59462759463
3967,hr manager,Transportation,usa,2022,53.42,46.85,21.54,61499.15,70083.58,13.96,27.11,34.65,69.41,4,Medium,37.48,13.96,32.018,37.078822,70.1,42.1,57.0,70.4,70.1,106.3,year,North America,,,,,,,,,,,,,,,,,,,99976.57631954351
3968,financial analyst,Retail,uk,2020,72.23,59.04,41.72,101222.41,98140.28,-3.04,5.55,28.95,6.18,4,High,56.975,3.04,42.32,4.463814,67.3,29.8,49.4,51.3,74.1,91.7,year,Europe,,,,,,,,,,,,,,,,,,,145825.08172362557
3969,software engineer,Healthcare,brazil,2022,39.83,42.14,15.97,69961.33,76972.81,10.02,-0.33,27.52,54.83,1,Medium,27.9,10.02,23.729,21.838789,33.2,8.3,21.5,28.2,25.2,27.8,year,South America,,,,,,,,,,,,,,,,,,,231845.81325301202
3970,teacher,Healthcare,uk,2022,64.81,73.35,66.66,65943.33,69601.51,5.55,12.4,73.4,6.73,5,High,65.735,5.55,47.587,4.361713,69.7,31.8,51.9,56.6,76.8,88.8,year,Europe,,,,,,,,,,,,,,,,,,,99858.6944045911
3971,customer support rep,Transportation,canada,2024,28.03,30.22,94.48,122846.87,124941.45,1.71,17.56,37.41,67.77,5,Low,61.255,1.71,40.069,18.995931,68.4,36.0,53.1,70.7,64.0,83.3,year,North America,,,,,,,,,,,,,,,,,,,182662.9385964912
3972,accountant,Technology,brazil,2024,59.84,64.04,94.67,74061.48,77720.13,4.94,-3.5,88.59,31.01,2,Medium,77.255,4.94,53.819,18.556384,35.2,9.0,22.8,32.4,26.0,30.1,year,South America,,,,,,,,,,,,,,,,,,,220795.82386363635
3973,hr manager,Transportation,brazil,2025,68.13,63.55,79.43,38379.58,43388.01,13.05,16.44,54.23,68.71,5,High,73.78,13.05,54.996,46.81212299999999,25.6,7.2,17.4,25.9,22.5,42.3,year,South America,,,,,,,,,,,,,,,,,,,169484.4140625
3974,customer support rep,Technology,singapore,2021,89.62,98.01,96.13,83833.48,69487.86,-17.11,7.05,98.7,5.51,3,High,92.875,17.11,69.82000000000001,4.938062,85.6,64.8,75.6,75.3,62.1,83.6,year,Asia,,,,,,,,,,,,,,,,,,,81177.40654205608
3975,teacher,Energy,uk,2026,35.1,32.26,38.65,140126.14,149901.55,6.98,2.79,48.1,85.48,5,Medium,36.875,6.98,27.729,30.003480000000003,67.8,32.1,51.9,62.8,72.9,122.6,year,Europe,,,,,,,,,,,,,,,,,,,221093.7315634218
3976,truck driver,Finance,singapore,2020,61.52,56.88,44.93,80925.73,73780.42,-8.83,-5.08,26.78,33.6,5,High,53.225,8.83,40.736,20.670720000000003,81.1,63.3,72.6,66.8,59.0,89.0,year,Asia,,,,,,,,,,,,,,,,,,,90974.62392108508
3977,data analyst,Finance,canada,2020,43.71,41.73,71.23,148437.38,138371.18,-6.78,-17.31,24.77,39.22,2,Medium,57.47,6.78,40.887,17.143062,67.6,30.7,50.0,63.7,63.5,95.1,year,North America,,,,,,,,,,,,,,,,,,,204691.09467455623
3978,data analyst,Manufacturing,australia,2025,50.88,45.13,18.21,75164.98,78519.25,4.46,16.5,96.18,90.45,5,Medium,34.545,4.46,27.15300000000001,46.02096,60.9,29.8,47.1,67.9,59.2,135.4,year,Oceania,,,,,,,,,,,,,,,,,,,128931.44499178982
3979,accountant,Manufacturing,singapore,2020,20.58,16.81,39.91,92649.54,82319.21,-11.15,5.47,21.23,4.69,2,Low,30.245,11.15,23.55,0.965202,81.1,63.3,72.6,66.8,59.0,89.0,year,Asia,,,,,,,,,,,,,,,,,,,101503.3415536375
3980,customer support rep,Energy,singapore,2020,84.56,99.7,11.57,55574.68,50113.04,-9.83,-9.06,55.22,68.25,3,High,48.065,9.83,40.244,57.7122,81.1,63.3,72.6,66.8,59.0,89.0,year,Asia,,,,,,,,,,,,,,,,,,,61791.66461159063
3981,accountant,Manufacturing,usa,2022,45.31,53.48,9.99,125832.66,111733.79,-11.2,-10.14,73.79,92.94,3,Medium,27.65,11.2,24.481,42.111114,70.1,42.1,57.0,70.4,70.1,106.3,year,North America,,,,,,,,,,,,,,,,,,,159391.99714693296
3982,financial analyst,Finance,singapore,2022,60.13,66.77,75.08,68517.43,73759.2,7.65,11.91,58.01,53.68,1,High,67.605,7.65,48.871,32.277784000000004,84.0,66.4,75.8,77.1,61.2,91.3,year,Asia,,,,,,,,,,,,,,,,,,,87808.57142857143
3983,accountant,Education,canada,2026,63.18,71.19,33.72,126187.47,118996.94,-5.7,11.73,74.53,18.65,3,High,48.45,5.7,37.098000000000006,11.78307,63.0,31.5,48.9,69.6,64.1,119.4,year,North America,,,,,,,,,,,,,,,,,,,188884.03174603175
3984,truck driver,Healthcare,canada,2020,31.51,32.45,90.87,34255.08,34343.69,0.26,18.05,87.48,84.35,5,Medium,61.190000000000005,0.26,39.943000000000005,26.578685,67.6,30.7,50.0,63.7,63.5,95.1,year,North America,,,,,,,,,,,,,,,,,,,50804.275147929
3985,data analyst,Transportation,australia,2025,61.27,67.86,84.3,51123.02,45759.86,-10.49,-2.99,76.82,15.36,1,High,72.785,10.49,52.945,9.411072,60.9,29.8,47.1,67.9,59.2,135.4,year,Oceania,,,,,,,,,,,,,,,,,,,75139.34318555008
3986,customer support rep,Retail,canada,2020,37.76,43.48,70.59,135045.6,131129.59,-2.9,-5.35,35.48,0.97,5,Medium,54.175,2.9,37.151,0.3662719999999999,67.6,30.7,50.0,63.7,63.5,95.1,year,North America,,,,,,,,,,,,,,,,,,,193978.68343195267
3987,teacher,Transportation,india,2023,29.92,28.48,9.22,97978.51,93125.41,-4.95,3.72,73.36,72.93,4,Low,19.57,4.95,16.219,21.820656000000003,22.4,5.5,14.3,23.3,15.7,64.6,year,Asia,,,,,,,,,,,,,,,,,,,415738.43750000006
3988,data analyst,Healthcare,canada,2024,58.41,58.08,96.87,139687.7,111577.66,-20.12,23.77,10.27,71.1,5,Medium,77.64,20.12,58.461,41.52950999999999,68.4,36.0,53.1,70.7,64.0,83.3,year,North America,,,,,,,,,,,,,,,,,,,163125.23391812865
3989,marketing specialist,Technology,brazil,2024,49.55,58.22,59.42,149142.73,135848.75,-8.91,0.62,81.72,78.62,1,Medium,54.485,8.91,40.319,38.95621,35.2,9.0,22.8,32.4,26.0,30.1,year,South America,,,,,,,,,,,,,,,,,,,385933.94886363635
3990,teacher,Energy,brazil,2021,24.8,27.43,58.2,43143.02,46464.4,7.7,5.03,55.58,78.87,1,Low,41.5,7.7,29.69,19.55976,31.8,8.1,20.5,25.4,22.5,28.7,year,South America,,,,,,,,,,,,,,,,,,,146114.46540880503
3991,hr manager,Finance,japan,2022,12.02,13.12,94.68,89943.33,100909.5,12.19,-8.49,92.46,17.68,4,Low,53.35,12.19,36.869,2.125136,77.0,25.9,53.0,81.3,45.4,87.1,year,Asia,,,,,,,,,,,,,,,,,,,131051.2987012987
3992,financial analyst,Finance,germany,2026,38.26,33.0,49.67,94850.64,93695.52,-1.22,11.18,61.03,88.53,3,Medium,43.965,1.22,30.571,33.871578,68.7,24.6,49.0,64.9,66.9,138.3,year,Europe,,,,,,,,,,,,,,,,,,,136383.5807860262
3993,marketing specialist,Healthcare,singapore,2025,32.5,34.76,75.72,69663.39,69739.62,0.11,-7.62,42.11,26.65,4,Medium,54.11,0.11,35.748999999999995,8.66125,79.1,67.0,73.7,70.8,53.5,93.8,year,Asia,,,,,,,,,,,,,,,,,,,88166.39696586599
3994,hr manager,Transportation,brazil,2024,78.14,78.21,85.65,53438.09,51102.49,-4.37,17.24,53.71,59.34,2,High,81.89500000000001,4.37,58.262,46.36827600000001,35.2,9.0,22.8,32.4,26.0,30.1,year,South America,,,,,,,,,,,,,,,,,,,145177.52840909088
3995,marketing specialist,Transportation,brazil,2023,65.28,74.4,7.8,138487.49,140408.24,1.39,11.53,26.81,81.84,3,High,36.54,1.39,28.869000000000003,53.425152,34.7,8.3,22.1,29.3,26.4,28.7,year,South America,,,,,,,,,,,,,,,,,,,404634.69740634
3996,financial analyst,Transportation,canada,2025,48.4,54.54,81.48,40407.52,38852.63,-3.85,29.43,95.15,29.66,1,Medium,64.94,3.85,44.959,14.355439999999998,58.7,30.3,46.1,65.3,59.9,109.1,year,North America,,,,,,,,,,,,,,,,,,,66188.4667802385
3997,mechanical engineer,Education,canada,2022,24.42,28.3,14.87,112382.34,119086.43,5.97,-12.58,65.46,41.74,1,Low,19.645,5.97,16.02,10.192908,70.2,34.3,53.4,70.0,67.9,88.0,year,North America,,,,,,,,,,,,,,,,,,,169638.78917378915
3998,data analyst,Finance,uk,2025,68.25,58.2,39.14,81647.44,71593.24,-12.31,22.4,18.73,94.74,5,High,53.695,12.31,42.735,64.66005,59.2,30.0,46.3,54.8,65.3,119.9,year,Europe,,,,,,,,,,,,,,,,,,,120934.52702702703
3999,accountant,Technology,japan,2022,39.13,36.66,44.67,55991.48,53550.14,-4.36,0.19,47.8,62.39,2,Medium,41.900000000000006,4.36,30.361,24.413207000000003,77.0,25.9,53.0,81.3,45.4,87.1,year,Asia,,,,,,,,,,,,,,,,,,,69545.63636363637
4000,teacher,Technology,australia,2020,54.02,43.22,92.1,128741.66,127426.08,-1.02,8.39,69.83,16.8,1,Medium,73.06,1.02,49.544,9.07536,73.5,34.9,55.0,67.2,70.3,107.3,year,Oceania,,,,,,,,,,,,,,,,,,,173368.81632653062
4001,truck driver,Finance,singapore,2025,82.19,71.06,32.6,88900.18,100511.42,13.06,25.7,19.19,42.17,1,High,57.395,13.06,46.574,34.659523,79.1,67.0,73.7,70.8,53.5,93.8,year,Asia,,,,,,,,,,,,,,,,,,,127068.798988622
4002,customer support rep,Transportation,germany,2023,89.6,102.95,59.08,98678.95,97013.29,-1.69,2.81,32.74,48.82,3,High,74.34,1.69,54.07099999999999,43.74272,62.9,26.1,45.3,50.9,56.2,107.6,year,Europe,,,,,,,,,,,,,,,,,,,154234.1653418124
4003,customer support rep,Transportation,uk,2020,76.19,75.0,12.61,82721.87,86830.54,4.97,-1.67,24.99,48.25,5,High,44.4,4.97,35.75,36.761675,67.3,29.8,49.4,51.3,74.1,91.7,year,Europe,,,,,,,,,,,,,,,,,,,129020.11887072808
4004,marketing specialist,Retail,australia,2022,58.54,52.17,7.6,97595.94,98762.55,1.2,-1.07,77.81,32.93,5,Medium,33.07,1.2,26.056,19.277222,77.7,36.8,58.6,77.4,73.0,104.6,year,Oceania,,,,,,,,,,,,,,,,,,,127107.52895752896
4005,software engineer,Transportation,japan,2020,34.18,40.05,47.11,149586.49,156871.49,4.87,-3.0,68.74,87.23,1,Medium,40.645,4.87,29.266,29.815214,83.3,26.0,55.9,81.8,48.9,87.3,year,Asia,,,,,,,,,,,,,,,,,,,188321.1164465786
4006,software engineer,Retail,uk,2022,6.47,5.9,13.22,141971.41,153913.07,8.41,3.5,36.5,12.64,5,Low,9.845,8.41,9.077,0.817808,69.7,31.8,51.9,56.6,76.8,88.8,year,Europe,,,,,,,,,,,,,,,,,,,220822.1951219512
4007,marketing specialist,Retail,uk,2020,30.76,31.95,84.52,76246.88,74964.28,-1.68,7.73,72.42,73.57,3,Medium,57.64,1.68,38.164,22.630132,67.3,29.8,49.4,51.3,74.1,91.7,year,Europe,,,,,,,,,,,,,,,,,,,111388.23179791977
4008,teacher,Transportation,canada,2026,29.18,23.66,36.52,35423.54,38628.53,9.05,14.39,31.68,7.39,5,Low,32.85,9.05,25.343,2.156402,63.0,31.5,48.9,69.6,64.1,119.4,year,North America,,,,,,,,,,,,,,,,,,,61315.12698412698
4009,marketing specialist,Transportation,singapore,2023,66.15,67.71,68.16,123556.93,110229.22,-10.79,2.25,81.55,45.38,4,High,67.155,10.79,50.145,30.018870000000007,85.9,85.3,85.6,74.0,58.4,95.6,year,Asia,,,,,,,,,,,,,,,,,,,128322.72409778812
4010,software engineer,Education,singapore,2022,57.88,56.44,21.7,50520.6,52952.94,4.81,20.68,46.41,49.21,2,Medium,39.79,4.81,31.105,28.482748,84.0,66.4,75.8,77.1,61.2,91.3,year,Asia,,,,,,,,,,,,,,,,,,,63039.21428571428
4011,software engineer,Retail,australia,2023,38.47,34.46,37.82,65089.38,65169.71,0.12,-19.49,25.6,39.35,3,Medium,38.145,0.12,26.770000000000003,15.137945,75.3,39.0,57.9,73.3,66.2,110.9,year,Oceania,,,,,,,,,,,,,,,,,,,86546.75962815405
4012,truck driver,Energy,australia,2024,51.98,47.53,99.85,38835.3,34683.0,-10.69,9.69,85.56,91.42,1,Medium,75.91499999999999,10.69,53.954,47.520116,72.8,36.6,55.6,73.9,66.9,93.6,year,Oceania,,,,,,,,,,,,,,,,,,,47641.483516483524
4013,marketing specialist,Energy,canada,2026,38.1,43.03,24.99,46808.22,41620.99,-11.08,-7.89,45.76,37.3,3,Medium,31.545,11.08,26.061,14.2113,63.0,31.5,48.9,69.6,64.1,119.4,year,North America,,,,,,,,,,,,,,,,,,,66065.06349206349
4014,customer support rep,Manufacturing,brazil,2026,53.78,58.3,24.56,32229.07,22748.48,-29.42,-0.87,15.41,13.38,5,Medium,39.17,29.42,37.706,7.1957640000000005,30.1,8.5,20.5,30.0,26.0,46.1,year,South America,,,,,,,,,,,,,,,,,,,75576.34551495017
4015,software engineer,Transportation,uk,2021,35.69,31.91,87.76,50795.1,50588.23,-0.41,1.27,98.75,63.39,3,Medium,61.725,0.41,40.727,22.623891,71.0,31.6,52.2,56.4,74.7,82.6,year,Europe,,,,,,,,,,,,,,,,,,,71251.0281690141
4016,hr manager,Transportation,singapore,2026,34.78,28.06,48.49,54775.92,60357.17,10.19,23.14,33.87,6.89,2,Medium,41.635000000000005,10.19,31.516,2.396342,87.7,73.1,81.2,77.3,55.5,105.5,year,Asia,,,,,,,,,,,,,,,,,,,68822.31470923603
4017,accountant,Transportation,australia,2025,62.85,65.0,84.21,61176.0,56142.32,-8.23,8.3,36.26,65.65,3,High,73.53,8.23,52.872,41.26102500000001,60.9,29.8,47.1,67.9,59.2,135.4,year,Oceania,,,,,,,,,,,,,,,,,,,92187.71756978653
4018,software engineer,Finance,singapore,2025,57.79,53.65,79.89,111330.3,120776.0,8.48,1.59,55.83,64.82,3,Medium,68.84,8.48,49.627,37.459478,79.1,67.0,73.7,70.8,53.5,93.8,year,Asia,,,,,,,,,,,,,,,,,,,152687.73704171935
4019,marketing specialist,Education,germany,2020,44.69,43.85,84.8,65364.53,62415.38,-4.51,15.99,26.69,67.55,1,Medium,64.745,4.51,44.669,30.188095,65.3,27.1,47.0,49.2,61.6,102.4,year,Europe,,,,,,,,,,,,,,,,,,,95582.51148545176
4020,teacher,Healthcare,uk,2020,15.51,15.04,8.59,101749.16,102506.53,0.74,2.28,70.59,48.71,2,Low,12.05,0.74,9.003,7.554921,67.3,29.8,49.4,51.3,74.1,91.7,year,Europe,,,,,,,,,,,,,,,,,,,152312.82317979197
4021,accountant,Retail,uk,2026,22.25,18.7,31.33,85824.8,94543.11,10.16,15.08,50.01,34.34,4,Low,26.79,10.16,21.347,7.640650000000001,67.8,32.1,51.9,62.8,72.9,122.6,year,Europe,,,,,,,,,,,,,,,,,,,139444.1150442478
4022,teacher,Energy,japan,2022,68.96,76.81,98.33,74631.7,67626.86,-9.39,-19.0,49.68,62.51,4,High,83.645,9.39,59.9,43.106896,77.0,25.9,53.0,81.3,45.4,87.1,year,Asia,,,,,,,,,,,,,,,,,,,87827.09090909091
4023,accountant,Education,india,2023,21.91,25.13,55.18,138505.15,140630.38,1.53,-21.34,76.94,22.72,1,Low,38.545,1.53,25.777,4.977951999999999,22.4,5.5,14.3,23.3,15.7,64.6,year,Asia,,,,,,,,,,,,,,,,,,,627814.1964285715
4024,data analyst,Finance,uk,2022,14.34,15.51,52.14,58036.69,41166.74,-29.07,-6.49,72.23,0.27,1,Low,33.24,29.07,30.099,0.038718,69.7,31.8,51.9,56.6,76.8,88.8,year,Europe,,,,,,,,,,,,,,,,,,,59062.75466284074
4025,data analyst,Education,brazil,2026,41.07,42.81,74.55,136707.66,110047.33,-19.5,-2.41,19.21,33.68,3,Medium,57.81,19.5,44.643,13.832376,30.1,8.5,20.5,30.0,26.0,46.1,year,South America,,,,,,,,,,,,,,,,,,,365605.74750830565
4026,financial analyst,Transportation,usa,2020,14.79,16.59,80.7,80068.52,75730.22,-5.42,1.59,86.61,87.75,5,Low,47.745000000000005,5.42,31.752,12.978225,71.1,40.3,56.4,66.6,70.7,109.5,year,North America,,,,,,,,,,,,,,,,,,,106512.26441631507
4027,software engineer,Finance,japan,2024,18.64,19.55,25.87,57015.2,57332.15,0.56,1.55,23.49,1.24,5,Low,22.255000000000003,0.56,15.385,0.231136,50.7,15.1,33.8,55.4,30.9,99.5,year,Asia,,,,,,,,,,,,,,,,,,,113081.16370808678
4028,teacher,Energy,japan,2024,17.34,16.05,66.92,54314.77,52479.99,-3.38,11.19,39.81,21.8,2,Low,42.13,3.38,28.026,3.78012,50.7,15.1,33.8,55.4,30.9,99.5,year,Asia,,,,,,,,,,,,,,,,,,,103510.82840236687
4029,customer support rep,Finance,uk,2024,42.77,35.48,29.48,133154.1,143097.27,7.47,8.75,19.44,45.56,5,Medium,36.125,7.47,28.193,19.486012,63.7,33.5,49.4,55.5,63.9,90.1,year,Europe,,,,,,,,,,,,,,,,,,,224642.4960753532
4030,mechanical engineer,Energy,usa,2026,26.05,28.35,97.02,127843.14,127571.08,-0.21,4.46,12.57,4.02,3,Low,61.535,0.21,39.589,1.04721,68.8,40.7,56.3,74.0,72.8,146.0,year,North America,,,,,,,,,,,,,,,,,,,185423.08139534885
4031,truck driver,Healthcare,singapore,2026,30.57,27.83,30.42,78054.42,89011.74,14.04,0.08,22.73,15.77,3,Medium,30.495,14.04,25.566,4.820888999999999,87.7,73.1,81.2,77.3,55.5,105.5,year,Asia,,,,,,,,,,,,,,,,,,,101495.7126567845
4032,accountant,Transportation,india,2021,53.86,55.41,15.4,132271.73,117411.57,-11.23,-9.44,47.84,32.27,1,Medium,34.63,11.23,29.533,17.380622000000002,25.2,5.8,15.9,26.3,17.7,47.1,year,Asia,,,,,,,,,,,,,,,,,,,465918.9285714286
4033,accountant,Technology,germany,2024,49.02,46.84,25.94,138536.98,153906.06,11.09,-5.71,41.25,43.52,3,Medium,37.48,11.09,30.71700000000001,21.333504,62.7,26.3,45.4,57.6,52.5,101.0,year,Europe,,,,,,,,,,,,,,,,,,,245464.21052631576
4034,customer support rep,Energy,australia,2021,41.52,45.71,73.72,32668.79,32720.07,0.16,15.03,54.4,81.24,4,Medium,57.620000000000005,0.16,38.772000000000006,33.730848,84.1,38.4,62.3,81.1,76.3,99.3,year,Oceania,,,,,,,,,,,,,,,,,,,38906.14744351962
4035,mechanical engineer,Transportation,brazil,2020,19.69,20.9,47.6,119199.72,120156.72,0.8,0.93,60.11,84.08,4,Low,33.645,0.8,22.396,16.555352,40.2,10.6,26.1,29.2,30.8,32.8,year,South America,,,,,,,,,,,,,,,,,,,298897.3134328358
4036,financial analyst,Education,uk,2022,57.38,66.1,88.73,78979.68,81706.98,3.45,-4.61,88.64,7.5,3,Medium,73.055,3.45,50.606,4.3035000000000005,69.7,31.8,51.9,56.6,76.8,88.8,year,Europe,,,,,,,,,,,,,,,,,,,117226.65710186513
4037,financial analyst,Healthcare,canada,2021,49.05,41.5,2.7,111556.24,121679.5,9.07,21.39,87.33,8.09,1,Medium,25.875,9.07,23.151,3.968145,70.1,32.5,52.1,68.5,64.0,82.8,year,North America,,,,,,,,,,,,,,,,,,,173579.88587731813
